"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","FZF0","FZF0_ATTRIBUTES","FZF1","FZF1_ATTRIBUTES","FZF2","FZF2_ATTRIBUTES","FZF3","FZF3_ATTRIBUTES","FZF4","FZF4_ATTRIBUTES","FZF5","FZF5_ATTRIBUTES","FZF6","FZF6_ATTRIBUTES","FZF7","FZF7_ATTRIBUTES","FZF8","FZF8_ATTRIBUTES","FZF9","FZF9_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"EZE00100082","1884","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","118.5","","118.5","E","132","E","55","E","0","E","58","E","12","E","78","E","0","E","-10.3","E,1202,","21.8",",E,0629,","32.0","E,0717,","-1.6","E,1112","-4.2","E,1120","-4.5","E,1122","-7.2","E,1125","-9.1","E,1201","-0.3","E,0323","-2.9","E,0309","-4.8","E,0229","-7.5","E,0103","","","3325.8","","3325.8","E","460.4",",E","9.48","E","12.97","E","5.98","E"
"EZE00100082","1885","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","179.2","","179.2","E","102","E","43","E","0","E","89","E","27","E","86","E","0","E","-14.3","E,1213,","22.2",",E,0720,","32.1","E,0714,","-0.4","E,1103","-2.2","E,1112","-4.6","E,1118","-7.0","E,1210","-13.0","E,1212","-1.4","E,0325","-3.8","E,0324","-5.1","E,0223","-8.5","E,0214","-10.1","E,0128","3404.8","","3404.8","E","360.6",",E","9.23","E","12.78","E","5.67","E"
"EZE00100082","1886","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","192.5","","192.5","E","126","E","54","E","0","E","89","E","33","E","95","E","2","E","-13.7","E,0208,","53.7",",E,0621,","33.0","E,0720,","-1.3","E,1101","-3.5","E,1129","-5.2","E,1203","-7.7","E,1223","","","-1.1","E,0324","-2.4","E,0320","-8.1","E,0314","-8.1","E,0314","-10.5","E,0313","3661.8","","3661.8","E","524.1",",E","9.34","E","12.84","E","5.85","E"
"EZE00100082","1887","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","161.4","","161.4","E","119","E","54","E","0","E","104","E","51","E","72","E","1","E","-16.5","E,0120,","33.6",",E,1110,","33.5","E,0731,","-0.7","E,1014","-2.8","E,1026","-5.7","E,1027","-7.7","E,1213","-9.1","E,1227","0.0","E,0418","-2.6","E,0417","-4.6","E,0321","-7.1","E,0220","-11.4","E,0219","3598.6","","3598.6","E","503.0",",E","8.24","E","11.62","E","4.85","E"
"EZE00100082","1888","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","89.6","","89.6","E","139","E","56","E","2","E","99","E","42","E","70","E","0","E","-21.9","E,0103,","29.8",",E,0723,","30.5","E,0811,","-2.5","E,1105","-2.5","E,1105","-5.4","E,1107","-7.2","E,1111","-9.2","E,1215","-1.1","E,0427","-5.8","E,0408","-5.8","E,0408","-8.1","E,0306","-10.7","E,0304","3727.2","","3727.2","E","548.4",",E","8.26","E","11.62","E","4.90","E"
"EZE00100082","1889","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","162.1","","162.1","E","132","E","50","E","0","E","110","E","60","E","103","E","1","E","-15.6","E,0214,","38.6",",E,1002,","34.7","E,0711,","-0.3","E,1027","-2.2","E,1114","-4.5","E,1115","-8.2","E,1207","","","-0.6","E,0417","-6.8","E,0317","-6.8","E,0317","-6.8","E,0317","-11.1","E,0308","3595.0","","3595.0","E","540.2",",E","8.78","E","12.00","E","5.56","E"
"EZE00100082","1890","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","116.3","","116.3","E","122","E","56","E","0","E","95","E","49","E","71","E","0","E","-13.8","E,1128,","36.4",",E,1123,","31.0","E,0819,","-0.2","E,1022","-2.3","E,1023","-6.4","E,1125","-10.6","E,1126","-10.6","E,1126","-0.3","E,0314","-3.2","E,0306","-11.7","E,0305","-11.7","E,0305","-11.7","E,0305","3535.5","","3535.5","E","637.3",",E","8.81","E","12.29","E","5.34","E"
"EZE00100082","1891","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","80.1","","80.1","E","119","E","56","E","0","E","99","E","38","E","67","E","0","E","-17.3","E,0117,","25.4",",E,0823,","32.0","E,0701,","-1.4","E,1030","-2.9","E,1104","-5.7","E,1106","-7.2","E,1220","","","-0.3","E,0405","-2.3","E,0403","-4.6","E,0324","-10.2","E,0214","-10.2","E,0214","3864.9","","3864.9","E","508.7",",E","8.56","E","11.86","E","5.25","E"
"EZE00100082","1892","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","198.6","","198.6","E","111","E","47","E","0","E","97","E","48","E","84","E","5","E","-16.7","E,0122,","21.8",",E,0430,","35.9","E,0817,","-1.2","E,1027","-2.6","E,1118","-6.8","E,1124","-6.8","E,1124","-9.7","E,1127","-0.8","E,0416","-5.1","E,0317","-5.1","E,0317","-7.2","E,0314","-9.5","E,0313","3548.5","","3548.5","E","391.6",",E","8.78","E","12.33","E","5.24","E"
"EZE00100082","1893","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","139.5","","139.5","E","98","E","42","E","7","E","80","E","40","E","78","E","0","E","-22.5","E,0117,","23.1",",E,0728,","30.1","E,0821,","-0.6","E,1108","-2.2","E,1109","-5.1","E,1112","-7.3","E,1204","-9.2","E,1231","-0.3","E,0419","-2.5","E,0328","-6.1","E,0207","-8.6","E,0206","-14.5","E,0205","3703.0","","3703.0","E","366.6",",E","8.83","E","12.40","E","5.26","E"
"EZE00100082","1894","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","102.6","","102.6","E","120","E","56","E","0","E","67","E","29","E","61","E","1","E","-16.4","E,0105,","48.7",",E,0526,","32.7","E,0724,","-0.4","E,1125","-2.8","E,1202","-5.5","E,1213","","","","","-0.3","E,0326","-4.4","E,0224","-4.4","E,0224","-8.6","E,0223","-9.5","E,0222","3387.4","","3387.4","E","477.4",",E","9.26","E","12.47","E","6.05","E"
"EZE00100082","1895","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","158.6","","158.6","E","125","E","50","E","3","E","107","E","62","E","91","E","0","E","-20.8","E,0207,","38.9",",E,0525,","31.8","E,0728,","-0.2","E,1022","-2.5","E,1121","-6.7","E,1129","-6.7","E,1129","-9.0","E,1130","-0.3","E,0414","-8.4","E,0310","-8.4","E,0310","-8.4","E,0310","-10.8","E,0309","3813.4","","3813.4","E","502.8",",E","8.36","E","11.79","E","4.93","E"
"EZE00100082","1896","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","87.0","","87.0","E","120","E","49","E","0","E","86","E","28","E","63","E","0","E","-15.3","E,0111,","47.1",",E,0625,","32.1","E,0729,","-1.5","E,1106","-2.2","E,1113","-4.7","E,1126","-7.8","E,1203","-10.8","E,1217","-0.4","E,0329","-3.0","E,0301","-7.0","E,0225","-7.0","E,0225","-13.8","E,0129","3523.4","","3523.4","E","539.2",",E","8.62","E","11.70","E","5.54","E"
"EZE00100082","1897","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","123.3","","123.3","E","119","E","55","E","0","E","65","E","24","E","77","E","0","E","-8.1","E,0210,","58.5",",E,0729,","30.6","E,0701,","-0.2","E,1109","-3.7","E,1110","-5.5","E,1111","-7.4","E,1229","","","0.0","E,0312","-2.4","E,0221","-6.7","E,0216","-6.7","E,0216","","","3461.0","","3461.0","E","511.0",",E","9.15","E","12.03","E","6.27","E"
"EZE00100082","1898","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","114.0","","114.0","E","106","E","49","E","0","E","51","E","11","E","76","E","0","E","-7.8","E,1222,","28.7",",E,0928,","31.1","E,0817,+","-1.6","E,1121","-6.4","E,1221","-6.4","E,1221","-7.8","E,1222","","","-1.9","E,0313","-2.6","E,0212","-6.0","E,0126","","","","","3317.7","","3317.7","E","391.1",",E","10.12","E","13.31","E","6.93","E"
"EZE00100082","1899","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","102.3","","102.3","E","135","E","61","E","2","E","82","E","29","E","60","E","0","E","-21.2","E,1223,","35.0",",E,0912,","30.3","E,0807,","-0.8","E,1016","-4.6","E,1207","-4.6","E,1207","-7.1","E,1208","-11.5","E,1211","0.0","E,0401","-6.1","E,0326","-6.1","E,0326","-10.1","E,0322","-10.1","E,0322","3237.1","","3237.1","E","571.9",",E","8.90","E","12.35","E","5.45","E"
"EZE00100082","1900","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","155.3","","155.3","E","137","E","65","E","0","E","69","E","16","E","88","E","1","E","-14.9","E,0116,","22.4",",E,0105,","32.8","E,0726,","-0.2","E,1202","-3.0","E,1203","-6.0","E,1231","","","","","-0.1","E,0405","-5.7","E,0404","-5.7","E,0404","-8.0","E,0403","-9.5","E,0304","3695.7","","3695.7","E","513.8",",E","9.47","E","12.68","E","6.26","E"
"EZE00100082","1901","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","149.8","","149.8","E","118","E","58","E","2","E","94","E","42","E","89","E","0","E","-18.6","E,0219,","22.2",",E,0913,","31.6","E,0602,","-1.8","E,1102","-2.6","E,1104","-4.6","E,1126","","","","","-3.4","E,0330","-3.4","E,0330","-5.7","E,0328","-14.9","E,0223","-14.9","E,0223","3533.0","","3533.0","E","470.9",",E","8.70","E","11.97","E","5.43","E"
"EZE00100082","1902","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","104.1","","104.1","E","116","E","46","E","1","E","79","E","33","E","56","E","0","E","-19.0","E,1215,","22.3",",E,0906,","29.5","E,0701,","-0.6","E,1025","-2.7","E,1116","-6.7","E,1117","-6.7","E,1117","-9.5","E,1118","-4.5","E,0315","-4.5","E,0315","-4.5","E,0315","-6.7","E,0314","","","3360.7","","3360.7","E","378.5",",E","8.20","E","11.34","E","5.06","E"
"EZE00100082","1903","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","87.0","","87.0","E","119","E","54","E","0","E","51","E","20","E","70","E","0","E","-13.5","E,0123,","29.4",",E,0712,","28.6","E,0718,+","-0.3","E,1127","-3.0","E,1203","-6.1","E,1204","-7.1","E,1205","-10.9","E,1229","-3.6","E,0315","-3.6","E,0315","-7.5","E,0217","-7.5","E,0217","-10.2","E,0124","3669.9","","3669.9","E","460.1",",E","9.56","E","12.68","E","6.43","E"
"EZE00100082","1904","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","152.7","","152.7","E","103","E","39","E","0","E","59","E","23","E","83","E","2","E","-10.0","E,1231,","55.7",",E,0528,","32.9","E,0717,","-1.8","E,1114","-3.0","E,1125","-6.2","E,1227","-7.4","E,1228","-10.0","E,1231","0.0","E,0329","-2.6","E,0307","-4.4","E,0228","","","","","3341.0","","3341.0","E","382.7",",E","9.70","E","12.95","E","6.44","E"
"EZE00100082","1905","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","183.8","","183.8","E","128","E","46","E","0","E","61","E","18","E","83","E","2","E","-15.8","E,0103,","31.8",",E,0806,","34.5","E,0702,","-1.8","E,1025","-4.9","E,1218","-4.9","E,1218","-6.7","E,1231","","","-1.7","E,0409","-2.2","E,0215","-8.0","E,0214","-8.0","E,0214","-10.8","E,0124","3355.8","","3355.8","E","412.5",",E","9.27","E","12.37","E","6.17","E"
"EZE00100082","1906","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","154.2","","154.2","E","133","E","53","E","0","E","77","E","25","E","79","E","2","E","-13.3","E,1222,","44.7",",E,0920,","32.6","E,0803,+","-1.8","E,1207","-3.4","E,1208","-4.7","E,1219","-8.7","E,1220","-12.0","E,1221","-1.6","E,0404","-3.1","E,0328","-4.7","E,0322","-7.6","E,0126","","","3392.9","","3392.9","E","504.7",",E","9.52","E","12.80","E","6.23","E"
"EZE00100082","1907","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","108.0","","108.0","E","126","E","47","E","2","E","81","E","28","E","82","E","1","E","-19.1","E,0122,","25.0",",E,0702,","32.7","E,0806,","-0.5","E,1104","-3.3","E,1106","-5.9","E,1218","","","","","-0.1","E,0421","-3.6","E,0313","-5.3","E,0214","-6.7","E,0213","-10.1","E,0126","3496.0","","3496.0","E","415.9",",E","9.17","E","12.50","E","5.84","E"
"EZE00100082","1908","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","142.9","","142.9","E","","","","","0","E","92","E","34","E","82","E","1","E","-17.6","E,0103,","","","32.4","E,0712,","-1.6","E,1019","-3.4","E,1020","-4.9","E,1021","-8.3","E,1107","-10.2","E,1108","0.0","E,0403","-2.9","E,0302","-4.4","E,0126","-7.1","E,0117","-11.8","E,0116","3398.8","","3398.8","E","","","8.70","E","12.09","E","5.31","E"
"EZE00100082","1909","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","77.6","","77.6","E","119","E","45","E","0","E","94","E","39","E","71","E","0","E","-15.3","E,0101,","40.5",",E,0701,","29.8","E,0602,","-0.5","E,1027","-2.6","E,1120","-5.2","E,1124","-7.2","E,1216","","","-1.1","E,0406","-2.2","E,0405","-8.2","E,0307","-8.2","E,0307","-8.9","E,0224","3842.9","","3842.9","E","461.0",",E","8.61","E","11.80","E","5.43","E"
"EZE00100082","1910","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","83.6","","83.6","E","127","E","63","E","0","E","64","E","3","E","66","E","0","E","-5.7","E,1126,","50.0",",E,0513,","29.1","E,0821,","0.0","E,1120","-2.3","E,1124","-5.6","E,1125","","","","","-0.5","E,0412","-2.8","E,0214","-4.9","E,0201","","","","","3223.9","","3223.9","E","594.8",",E","9.59","E","12.71","E","6.47","E"
"EZE00100082","1911","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","256.3","","256.3","E","98","E","37","E","0","E","62","E","16","E","98","E","5","E","-11.8","E,0115,","17.4",",E,0914,","33.5","E,0728,","0.0","E,1017","-2.2","E,1231","","","","","","","-2.0","E,0408","-3.0","E,0406","-4.7","E,0214","-6.9","E,0211","-11.5","E,0116","3375.4","","3375.4","E","326.0",",E","10.18","E","13.59","E","6.76","E"
"EZE00100082","1912","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","86.5","","86.5","E","128","E","48","E","0","E","71","E","35","E","65","E","0","E","-16.5","E,0204,","48.4",",E,0719,","29.0","E,0728,","-1.9","E,1005","-3.6","E,1107","-5.0","E,1108","","","","","0.0","E,0416","-2.4","E,0413","-4.8","E,0208","-14.8","E,0205","-14.8","E,0205","3309.1","","3309.1","E","533.8",",E","8.52","E","11.69","E","5.35","E"
"EZE00100082","1913","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","56.0","","56.0","E","117","E","51","E","0","E","67","E","20","E","52","E","0","E","-11.3","E,0115,","27.5",",E,0621,","30.5","E,0602,","-0.2","E,1111","-3.3","E,1219","-5.0","E,1220","","","","","-1.3","E,0415","-3.0","E,0412","-7.6","E,0302","-7.6","E,0302","-9.6","E,0130","3583.5","","3583.5","E","459.8",",E","9.38","E","12.49","E","6.26","E"
"EZE00100082","1914","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","111.6","","111.6","E","127","E","60","E","0","E","64","E","31","E","73","E","0","E","-12.2","E,0117,","51.0",",E,0527,","29.6","E,0722,","0.0","E,1118","-2.3","E,1121","-5.3","E,1127","-7.1","E,1227","","","-1.7","E,0218","-4.0","E,0213","-4.6","E,0211","-7.3","E,0209","-10.8","E,0125","3381.2","","3381.2","E","550.3",",E","9.34","E","12.44","E","6.24","E"
"EZE00100082","1915","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","94.2","","94.2","E","134","E","56","E","0","E","71","E","23","E","77","E","1","E","-11.6","E,1129,","26.9",",E,1003,","32.3","E,0611,","-0.3","E,1027","-3.8","E,1123","-5.8","E,1126","-8.7","E,1128","-11.6","E,1129","-0.5","E,0416","-2.8","E,0402","-4.8","E,0312","-8.7","E,0311","-9.5","E,0121","3320.7","","3320.7","E","563.8",",E","9.04","E","12.46","E","5.62","E"
"EZE00100082","1916","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","66.8","","66.8","E","145","E","65","E","0","E","39","E","4","E","75","E","0","E","-7.3","E,0212,","29.6",",E,0628,","29.7","E,0704,","-1.0","E,1021","-2.9","E,1116","-4.8","E,1118","","","","","-0.6","E,0228","-5.7","E,0222","-5.7","E,0222","-7.3","E,0212","","","3242.8","","3242.8","E","588.2",",E","10.10","E","13.44","E","6.77","E"
"EZE00100082","1917","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","185.7","","185.7","E","114","E","41","E","4","E","101","E","55","E","116","E","1","E","-20.7","E,0209,","22.1",",E,0416,","32.2","E,0731,","-0.8","E,1102","-2.6","E,1127","-6.0","E,1205","-7.5","E,1219","-11.2","E,1224","-0.1","E,0419","-3.5","E,0327","-5.4","E,0316","-6.9","E,0224","-9.1","E,0217","3656.9","","3656.9","E","346.6",",E","8.59","E","12.34","E","4.83","E"
"EZE00100082","1918","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","96.0","","96.0","E","117","E","49","E","0","E","75","E","15","E","76","E","1","E","-9.5","E,0104,","55.1",",E,0704,","33.0","E,0823,","-1.7","E,1114","-2.8","E,1121","-5.1","E,1122","","","","","-0.5","E,0331","-2.2","E,0329","-5.5","E,0328","-7.0","E,0327","-9.5","E,0104","3228.7","","3228.7","E","449.4",",E","9.87","E","13.60","E","6.14","E"
"EZE00100082","1919","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","97.5","","97.5","E","145","E","61","E","0","E","78","E","25","E","74","E","0","E","-11.2","E,0131,","53.2",",E,0627,","31.6","E,0821,","0.0","E,1022","-2.6","E,1101","-5.0","E,1117","-7.6","E,1217","","","-0.5","E,0423","-5.4","E,0215","-5.4","E,0215","-7.2","E,0211","-9.0","E,0210","3413.5","","3413.5","E","570.0",",E","8.73","E","11.99","E","5.48","E"
"EZE00100082","1920","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","","","","","131","E","57","E","0","E","80","E","17","E","79","E","1","E","-12.2","E,1215,","34.4",",E,0519,","34.6","E,0718,","-0.3","E,1020","-3.2","E,1022","-4.4","E,1029","-7.5","E,1031","-12.2","E,1215","-0.8","E,0314","-2.8","E,0311","-4.7","E,0209","","","","","","","","","545.5",",E","9.94","E","13.28","E","6.60","E"
"EZE00100082","1921","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","223.5","","223.5","E","110","E","34","E","0","E","55","E","18","E","95","E","8","E","-11.2","E,1214,","23.5",",E,0704,","34.7","E,0729,","-0.8","E,1109","-3.1","E,1110","-4.8","E,1111","-7.6","E,1126","-9.4","E,1201","-0.2","E,0419","-2.3","E,0310","-5.1","E,0211","","","","","3226.6","","3226.6","E","336.2",",E","10.37","E","14.25","E","6.48","E"
"EZE00100082","1922","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","81.8","","81.8","E","151","E","60","E","3","E","81","E","32","E","72","E","1","E","-19.4","E,0205,","47.6",",E,0611,","35.1","E,0706,","-0.1","E,1024","-3.4","E,1127","-4.6","E,1128","","","","","0.0","E,0422","-2.2","E,0402","-7.3","E,0215","-7.3","E,0215","-13.7","E,0214","3498.0","","3498.0","E","605.3",",E","8.27","E","11.55","E","4.99","E"
"EZE00100082","1923","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","125.4","","125.4","E","150","E","59","E","0","E","67","E","26","E","73","E","2","E","-15.5","E,1228,","19.9",",E,1010,","33.0","E,0715,","-0.4","E,1110","-6.7","E,1124","-6.7","E,1124","-6.7","E,1124","-13.9","E,1227","-0.8","E,0406","-4.5","E,0223","-4.5","E,0223","-13.7","E,0219","-13.7","E,0219","3582.4","","3582.4","E","523.7",",E","9.47","E","12.78","E","6.16","E"
"EZE00100082","1924","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","116.4","","116.4","E","119","E","57","E","0","E","103","E","50","E","74","E","1","E","-13.6","E,0105,","61.0",",E,0613,","32.6","E,0704,","-0.5","E,1108","-3.0","E,1113","-4.4","E,1114","","","","","0.0","E,0331","-2.6","E,0321","-5.9","E,0315","-7.9","E,0225","-10.6","E,0221","3561.6","","3561.6","E","485.4",",E","8.83","E","12.15","E","5.51","E"
"EZE00100082","1925","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","96.5","","96.5","E","138","E","56","E","0","E","53","E","20","E","75","E","0","E","-14.8","E,1209,","46.8",",E,0802,","30.6","E,0811,","0.0","E,1111","-3.6","E,1120","-4.6","E,1127","-9.6","E,1204","-9.6","E,1204","-0.5","E,0329","-6.6","E,0318","-6.6","E,0318","-8.2","E,0317","-9.1","E,0313","3100.8","","3100.8","E","594.5",",E","9.77","E","13.09","E","6.45","E"
"EZE00100082","1926","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","102.0","","102.0","E","131","E","65","E","0","E","42","E","13","E","71","E","0","E","-11.1","E,1225,","60.6",",E,0605,","30.4","E,0719,","-1.4","E,1215","-3.2","E,1216","-6.3","E,1223","-7.0","E,1224","-11.1","E,1225","-0.3","E,0404","-3.5","E,0324","-5.5","E,0124","-10.0","E,0123","-10.0","E,0123","3230.3","","3230.3","E","607.0",",E","10.19","E","13.59","E","6.79","E"
"EZE00100082","1927","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","149.2","","149.2","E","125","E","53","E","1","E","69","E","18","E","87","E","0","E","-20.4","E,1221,","26.8",",E,0713,","31.9","E,0601,","-2.5","E,1114","-2.5","E,1114","-4.4","E,1203","-9.7","E,1217","-9.7","E,1217","0.0","E,0318","-4.4","E,0223","-4.4","E,0223","-6.8","E,0222","-10.0","E,0220","3069.4","","3069.4","E","469.9",",E","9.70","E","13.19","E","6.21","E"
"EZE00100082","1928","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","186.7","","186.7","E","122","E","52","E","0","E","55","E","11","E","86","E","6","E","-10.3","E,1221,","34.0",",E,0416,","34.5","E,0715,","-1.0","E,1016","-2.7","E,1215","-4.9","E,1219","-7.3","E,1220","-10.3","E,1221","-3.4","E,0321","-3.4","E,0321","-5.8","E,0317","-9.7","E,0104","-9.7","E,0104","3412.0","","3412.0","E","440.9",",E","9.98","E","13.60","E","6.35","E"
"EZE00100082","1929","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","206.0","","206.0","E","100","E","48","E","19","E","98","E","61","E","102","E","3","E","-27.1","E,0211,","35.8",",E,0706,","34.0","E,0723,","-0.1","E,1105","-3.8","E,1219","-6.9","E,1220","-6.9","E,1220","","","-1.8","E,0423","-2.7","E,0407","-4.7","E,0406","-8.3","E,0306","-21.2","E,0303","3884.1","","3884.1","E","425.0",",E","8.42","E","12.46","E","4.38","E"
"EZE00100082","1930","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","174.4","","174.4","E","127","E","53","E","0","E","69","E","13","E","91","E","4","E","-8.0","E,0210,+","27.5",",E,1026,","34.4","E,0705,","-0.1","E,1118","-3.0","E,1205","-6.7","E,1220","-6.7","E,1220","","","-1.3","E,0314","-2.9","E,0313","-5.4","E,0227","-7.8","E,0211","","","2956.5","","2956.5","E","447.3",",E","10.29","E","13.97","E","6.60","E"
"EZE00100082","1931","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","200.6","","200.6","E","128","E","52","E","0","E","95","E","34","E","89","E","1","E","-10.6","E,0111,","87.0",",E,0704,","32.2","E,0704,","0.0","E,1017","-2.8","E,1129","-6.9","E,1130","-6.9","E,1130","-9.4","E,1220","-1.1","E,0409","-3.8","E,0402","-5.3","E,0331","-7.7","E,0306","-9.6","E,0112","3325.5","","3325.5","E","582.0",",E","9.00","E","12.56","E","5.44","E"
"EZE00100082","1932","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","224.5","","224.5","E","94","E","49","E","0","E","99","E","23","E","107","E","1","E","-15.7","E,0211,","28.5",",E,0529,","33.4","E,0821,","-0.1","E,1102","-2.5","E,1118","-9.2","E,1211","-9.2","E,1211","-9.2","E,1211","-2.6","E,0328","-2.6","E,0328","-4.4","E,0327","-7.5","E,0323","-12.4","E,0229","3648.8","","3648.8","E","457.7",",E","9.76","E","13.46","E","6.06","E"
"EZE00100082","1933","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","150.1","","150.1","E","99","E","36","E","1","E","88","E","44","E","82","E","2","E","-18.3","E,1215,","16.9",",E,0729,","34.6","E,0728,","-0.5","E,1108","-3.5","E,1109","-8.8","E,1203","-8.8","E,1203","-10.6","E,1204","-0.3","E,0423","-2.9","E,0312","-12.0","E,0302","-12.0","E,0302","-12.0","E,0302","3329.4","","3329.4","E","327.0",",E","8.88","E","12.53","E","5.23","E"
"EZE00100082","1934","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","213.8","","213.8","E","101","E","43","E","0","E","45","E","13","E","128","E","1","E","-12.9","E,0203,","49.2",",E,0626,","33.2","E,0618,","-1.3","E,1104","-3.3","E,1121","-4.4","E,1122","","","","","-0.8","E,0407","-5.8","E,0214","-5.8","E,0214","-8.1","E,0205","-12.9","E,0203","3213.4","","3213.4","E","480.6",",E","11.31","E","15.07","E","7.55","E"
"EZE00100082","1935","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","227.9","","227.9","E","108","E","49","E","0","E","73","E","25","E","101","E","4","E","-11.9","E,0305,","44.9",",E,0611,","37.2","E,0627,","-0.3","E,1120","-2.9","E,1208","-4.6","E,1214","","","","","-1.2","E,0502","-7.1","E,0315","-7.1","E,0315","-7.1","E,0315","-9.9","E,0308","3033.8","","3033.8","E","410.6",",E","10.01","E","13.73","E","6.29","E"
"EZE00100082","1936","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","150.2","","150.2","E","123","E","59","E","0","E","59","E","11","E","85","E","1","E","-12.0","E,0212,","31.6",",E,0904,","33.4","E,0718,","-1.7","E,1012","-2.7","E,1122","-5.7","E,1228","-7.0","E,1229","","","-0.8","E,0320","-2.5","E,0318","-5.9","E,0215","-12.0","E,0212","-12.0","E,0212","3076.7","","3076.7","E","510.4",",E","9.84","E","13.23","E","6.44","E"
"EZE00100082","1937","50.0906","14.4192","191.0","PRAHA KLEMENTINUM, EZ","209.7","","209.7","E","130","E","54","E","0","E","68","E","28","E","109","E","3","E","-10.4","E,0125,","48.2",",E,0711,","33.0","E,0610,","-0.1","E,1115","-2.8","E,1122","-5.5","E,1222","-9.2","E,1223","-9.2","E,1223","-1.5","E,0330","-3.2","E,0226","-8.1","E,0201","-8.1","E,0201","-10.4","E,0125","3280.4","","3280.4","E","477.3",",E","10.27","E","13.76","E","6.77","E"
